ID,Exclamation,Dollar,Spam,DemoPartition
2843,0.000,0.108,0,v
2844,0.000,0.000,0,v
2845,0.000,0.000,0,v
2846,0.000,0.000,0,v
2847,0.000,0.000,0,v
2848,0.000,0.000,0,v
2849,0.000,0.000,0,v
2850,0.000,0.000,0,v
2851,0.000,0.000,0,v
2852,0.000,0.000,0,v
2853,0.000,0.017,0,v
2854,0.000,0.000,0,v
2855,0.000,0.000,0,v
2856,0.000,0.016,0,v
2857,0.440,0.000,0,v
2858,0.000,0.000,0,v
2859,0.000,0.000,0,v
2860,0.000,0.000,0,v
2861,0.000,0.000,0,v
2862,0.000,0.000,0,v
2863,0.000,0.000,0,v
2864,0.000,0.000,0,v
2865,0.000,0.000,0,v
2866,0.133,0.000,0,v
2867,0.000,0.000,0,v
2868,0.925,0.000,0,v
2869,0.000,0.000,0,v
2870,0.000,0.021,0,v
2871,0.000,0.008,0,v
2872,0.000,0.000,0,v
2873,0.000,0.009,0,v
2874,0.000,0.017,0,v
2875,0.338,0.000,0,v
2876,0.000,0.000,0,v
2877,0.000,0.043,0,v
2878,0.016,0.000,0,v
2879,0.162,0.000,0,v
2880,1.156,0.000,0,v
2881,0.000,0.000,0,v
2882,0.000,0.000,0,v
2883,0.000,0.000,0,v
2884,0.595,0.000,0,v
2885,0.763,0.000,0,v
2886,0.000,0.000,0,v
2887,0.000,0.000,0,v
2888,0.000,0.000,0,v
2889,0.000,0.000,0,v
2890,0.110,0.000,0,v
2891,0.043,0.000,0,v
2892,0.000,0.000,0,v
2893,0.192,0.000,0,v
2894,0.000,0.000,0,v
2895,0.000,0.000,0,v
2896,0.000,0.000,0,v
2897,0.000,0.000,0,v
2898,0.000,0.000,0,v
2899,0.000,0.000,0,v
2900,0.000,0.000,0,v
2901,0.000,0.000,0,v
2902,0.000,0.039,0,v
2903,0.000,0.000,0,v
2904,0.000,0.000,0,v
2905,0.000,0.000,0,v
2906,0.085,0.000,0,v
2907,0.000,0.000,0,v
2908,0.000,0.000,0,v
2909,0.523,0.000,0,v
2910,0.000,0.000,0,v
2911,0.000,0.000,0,v
2912,0.019,0.009,0,v
2913,0.000,0.000,0,v
2914,0.000,0.000,0,v
2915,0.000,0.000,0,v
2917,0.000,0.000,0,v
2918,1.027,0.051,0,v
2919,0.109,0.000,0,v
2920,0.181,0.000,0,v
2921,0.000,0.000,0,v
2922,0.024,0.000,0,v
2923,0.000,0.000,0,v
2924,0.000,0.000,0,v
2925,0.000,0.000,0,v
2926,0.000,0.000,0,v
2927,0.000,0.000,0,v
2928,0.000,0.000,0,v
2929,0.000,0.000,0,v
2930,0.000,0.000,0,v
2931,0.375,0.000,0,v
2932,0.042,0.042,0,v
2933,0.000,0.124,0,v
2934,0.000,0.000,0,v
2935,0.000,0.000,0,v
2936,0.000,0.000,0,v
2937,0.000,0.000,0,v
2938,0.000,0.025,0,v
2939,0.000,0.030,0,v
2940,0.000,0.019,0,v
2941,0.000,0.014,0,v
2942,0.000,0.000,0,v
2943,0.000,0.000,0,v
2945,0.000,0.000,0,v
2946,0.000,0.054,0,v
2947,0.000,0.043,0,v
2948,0.000,0.000,0,v
2949,0.000,0.000,0,v
2950,0.344,0.000,0,v
2951,0.000,0.000,0,v
2952,0.000,0.000,0,v
2953,0.000,0.069,0,v
2954,0.000,0.000,0,v
2955,0.000,0.009,0,v
2956,0.000,0.000,0,v
2957,0.000,0.000,0,v
2958,0.000,0.000,0,v
2959,0.000,0.000,0,v
2960,0.000,0.000,0,v
2961,0.000,0.000,0,v
2962,0.000,0.000,0,v
2963,0.000,0.000,0,v
2964,0.000,0.097,0,v
2965,0.000,0.000,0,v
2966,0.000,0.000,0,v
2967,0.000,0.000,0,v
2968,0.000,0.000,0,v
2969,0.000,0.000,0,v
2970,0.000,0.000,0,v
2971,0.000,0.000,0,v
2972,0.000,0.000,0,v
2973,0.150,0.000,0,v
2974,0.000,0.000,0,v
2975,0.000,0.000,0,v
2976,0.000,0.000,0,v
2977,0.000,0.000,0,v
2978,0.247,0.049,0,v
2979,0.000,0.000,0,v
2980,0.000,0.000,0,v
2981,0.000,0.000,0,v
2982,0.000,0.000,0,v
2983,0.000,0.000,0,v
2984,0.000,0.000,0,v
2985,0.000,0.000,0,v
2986,0.000,0.000,0,v
2987,0.029,0.021,0,v
2988,0.436,0.000,0,v
2989,0.000,0.000,0,v
2990,0.000,0.000,0,v
2991,0.103,0.000,0,v
2992,0.000,0.000,0,v
2993,0.050,0.000,0,v
2994,0.000,0.000,0,v
2995,0.128,0.000,0,v
2996,0.000,0.000,0,v
2997,0.000,0.000,0,v
2998,0.000,0.000,0,v
2999,0.000,0.000,0,v
3000,0.000,0.000,0,v
3001,0.000,0.000,0,v
3002,0.000,0.000,0,v
3003,0.000,0.000,0,v
3004,0.105,0.079,0,v
3005,0.195,0.000,0,v
3006,0.000,0.000,0,v
3007,0.000,0.000,0,v
3008,0.000,0.013,0,v
3009,0.000,0.000,0,v
3010,0.000,0.021,0,v
3011,0.000,0.016,0,v
3012,0.000,0.005,0,v
3013,0.000,0.000,0,v
3014,0.000,0.000,0,v
3015,0.000,0.000,0,v
3016,0.000,0.000,0,v
3017,0.000,0.000,0,v
3018,0.000,0.000,0,v
3019,0.301,0.000,0,v
3020,0.000,0.000,0,v
3021,0.000,0.000,0,v
3022,0.000,0.069,0,v
3023,0.000,0.000,0,v
3024,0.000,0.125,0,v
3025,0.000,0.000,0,v
3026,0.000,0.000,0,v
3027,0.487,0.000,0,v
3028,0.000,0.000,0,v
3029,0.000,0.000,0,v
3030,0.000,0.000,0,v
3031,0.000,0.000,0,v
3032,0.000,0.000,0,v
3033,0.000,0.000,0,v
3034,0.000,0.000,0,v
3035,0.000,0.000,0,v
3036,0.000,0.000,0,v
3037,0.000,0.000,0,v
3038,0.000,0.000,0,v
3039,0.000,0.000,0,v
3040,0.000,0.000,0,v
3041,0.000,0.000,0,v
3042,0.060,0.000,0,v
3043,0.000,0.000,0,v
3044,0.090,0.000,0,v
3045,0.000,0.000,0,v
3046,0.000,0.000,0,v
3048,0.000,0.000,0,v
3049,0.000,0.000,0,v
3050,0.000,0.000,0,v
3051,0.000,0.000,0,v
3052,0.327,0.000,0,v
3053,0.000,0.000,0,v
3054,0.000,0.000,0,v
3055,0.000,0.000,0,v
3056,0.420,0.000,0,v
3057,0.000,0.000,0,v
3059,0.000,0.000,0,v
3060,0.367,0.000,0,v
3061,0.000,0.000,0,v
3062,0.000,0.000,0,v
3063,0.000,0.000,0,v
3064,0.000,0.331,0,v
3065,0.000,0.000,0,v
3066,0.244,0.000,0,v
3067,0.000,0.000,0,v
3068,0.312,0.000,0,v
3069,0.000,0.000,0,v
3070,0.126,0.000,0,v
3071,0.068,0.000,0,v
3072,0.177,0.000,0,v
3073,0.666,0.000,0,v
3074,0.209,0.000,0,v
3075,0.000,0.000,0,v
3076,0.000,0.000,0,v
3077,0.320,0.000,0,v
3078,0.000,0.000,0,v
3079,0.000,0.000,0,v
3080,0.000,0.000,0,v
3081,0.000,0.000,0,v
3082,0.216,0.000,0,v
3083,0.000,0.000,0,v
3084,0.000,0.000,0,v
3085,0.596,0.000,0,v
3086,0.314,0.000,0,v
3087,0.000,0.000,0,v
3088,0.000,0.000,0,v
3089,0.085,0.000,0,v
3090,0.487,0.000,0,v
3091,0.000,0.008,0,v
3092,0.833,0.000,0,v
3093,0.000,0.000,0,v
3094,0.000,0.000,0,v
3095,0.227,0.000,0,v
3096,0.263,0.000,0,v
3097,0.406,0.000,0,v
3098,0.100,0.000,0,v
3099,0.000,0.000,0,v
3100,0.098,0.000,0,v
3101,0.000,0.000,0,v
3102,0.000,0.000,0,v
3103,0.185,0.000,0,v
3104,0.000,0.000,0,v
3105,0.000,0.000,0,v
3106,0.042,0.000,0,v
3107,0.000,0.000,0,v
3108,0.000,0.000,0,v
3109,0.048,0.048,0,v
3110,0.000,0.000,0,v
3111,0.000,0.000,0,v
3112,0.000,0.000,0,v
3113,0.000,0.000,0,v
3114,0.107,0.000,0,v
3115,0.484,0.000,0,v
3116,0.013,0.000,0,v
3117,0.000,0.000,0,v
3118,0.000,0.000,0,v
3119,0.000,0.000,0,v
3120,0.000,0.000,0,v
3121,0.000,0.000,0,v
3122,0.000,0.000,0,v
3123,0.000,0.000,0,v
3124,0.000,0.000,0,v
3125,0.000,0.000,0,v
3126,0.000,0.000,0,v
3127,0.000,0.000,0,v
3128,0.000,0.000,0,v
3129,0.000,0.000,0,v
3130,0.000,0.000,0,v
3131,0.000,0.000,0,v
3132,0.000,0.000,0,v
3133,0.000,0.000,0,v
3134,0.000,0.000,0,v
3135,0.000,0.000,0,v
3136,0.000,0.000,0,v
3137,0.000,0.000,0,v
3138,0.000,0.000,0,v
3139,0.000,0.000,0,v
3140,0.000,0.000,0,v
3141,0.000,0.000,0,v
3142,0.000,0.000,0,v
3143,0.000,0.000,0,v
3144,0.000,0.000,0,v
3145,0.000,0.000,0,v
3146,0.000,0.000,0,v
3147,0.000,0.000,0,v
3148,0.000,0.000,0,v
3149,0.000,0.000,0,v
3150,0.000,0.000,0,v
3151,0.000,0.158,0,v
3152,0.000,0.000,0,v
3153,0.000,0.000,0,v
3154,0.000,0.000,0,v
3155,0.000,0.000,0,v
3156,0.000,0.000,0,v
3157,0.010,0.021,0,v
3158,0.000,0.000,0,v
3159,0.000,0.000,0,v
3160,0.020,0.000,0,v
3161,0.000,0.000,0,v
3162,0.000,0.000,0,v
3163,0.000,0.000,0,v
3164,0.000,0.000,0,v
3165,0.000,0.000,0,v
3166,0.000,0.000,0,v
3167,0.000,0.000,0,v
3168,0.000,0.000,0,v
3169,0.000,0.000,0,v
3170,0.000,0.000,0,v
3171,0.000,0.000,0,v
3172,0.000,0.000,0,v
3173,0.000,0.000,0,v
3174,0.000,0.000,0,v
3175,0.000,0.000,0,v
3176,0.000,0.000,0,v
3177,0.000,0.000,0,v
3178,0.000,0.000,0,v
3179,0.000,0.000,0,v
3180,0.019,0.000,0,v
3181,0.000,0.000,0,v
3182,0.000,0.000,0,v
3183,0.000,0.000,0,v
3184,0.289,0.000,0,v
3185,0.000,0.000,0,v
3186,0.002,0.090,0,v
3187,0.000,0.000,0,v
3188,0.136,0.000,0,v
3189,0.000,0.000,0,v
3190,0.000,0.000,0,v
3191,0.476,0.000,0,v
3192,0.000,0.000,0,v
3193,0.000,0.000,0,v
3194,0.000,0.030,0,v
3195,0.586,0.000,0,v
3196,0.107,0.000,0,v
3197,0.000,0.166,0,v
3198,0.373,0.000,0,v
3199,0.000,0.000,0,v
3200,0.000,0.000,0,v
3201,0.000,0.000,0,v
3202,0.000,0.000,0,v
3203,0.000,0.000,0,v
3204,0.000,0.000,0,v
3205,0.045,0.000,0,v
3206,0.000,0.000,0,v
3207,0.022,0.377,0,v
3208,0.071,0.071,0,v
3209,0.057,0.000,0,v
3210,0.000,0.041,0,v
3211,0.000,0.004,0,v
3212,0.000,0.016,0,v
3213,0.000,0.016,0,v
3214,0.000,0.053,0,v
3215,0.000,0.000,0,v
3216,0.000,0.000,0,v
3217,0.000,0.000,0,v
3218,0.000,0.084,0,v
3219,0.000,0.630,0,v
3220,0.000,0.000,0,v
3221,0.000,0.000,0,v
3222,0.000,0.000,0,v
3223,0.000,0.000,0,v
3224,0.000,0.000,0,v
3225,0.000,0.000,0,v
3226,0.000,0.000,0,v
3227,0.000,0.000,0,v
3228,0.000,0.000,0,v
3229,0.000,0.000,0,v
3230,0.000,0.000,0,v
3231,0.000,0.000,0,v
3232,0.000,0.000,0,v
3233,0.000,0.000,0,v
3234,0.000,0.219,0,v
3235,0.000,0.000,0,v
3236,0.000,0.000,0,v
3237,0.000,0.000,0,v
3238,0.000,0.000,0,v
3239,0.000,0.000,0,v
3240,0.000,0.000,0,v
3241,0.000,0.000,0,v
3242,0.000,0.000,0,v
3244,0.000,0.000,0,v
3245,0.000,0.000,0,v
3246,0.000,0.000,0,v
3247,0.000,0.000,0,v
3248,0.000,0.000,0,v
3249,0.000,0.000,0,v
3250,0.000,0.000,0,v
3251,0.000,0.000,0,v
3252,0.000,0.000,0,v
3253,0.000,0.000,0,v
3254,0.000,0.000,0,v
3255,0.000,0.000,0,v
3256,0.000,0.000,0,v
3257,0.022,0.058,0,v
3258,0.143,0.000,0,v
3259,0.000,0.000,0,v
3260,0.000,0.000,0,v
3261,0.000,0.000,0,v
3262,0.000,0.000,0,v
3263,0.031,0.000,0,v
3264,0.000,0.000,0,v
3265,0.000,0.000,0,v
3266,0.000,0.000,0,v
3267,0.000,0.000,0,v
3268,0.000,0.000,0,v
3269,0.000,0.000,0,v
3270,0.000,0.000,0,v
3271,0.000,0.000,0,v
3272,0.709,0.000,0,v
3273,0.000,0.000,0,v
3274,0.000,0.000,0,v
3275,0.000,0.000,0,v
3276,0.000,0.665,0,v
3277,0.000,0.665,0,v
3278,0.000,0.000,0,v
3279,0.000,0.000,0,v
3280,0.000,0.000,0,v
3281,0.000,0.000,0,v
3282,0.000,0.000,0,v
3283,0.000,0.014,0,v
3284,0.000,0.000,0,v
3285,0.000,0.000,0,v
3286,0.000,0.000,0,v
3287,0.000,0.000,0,v
3288,0.000,0.016,0,v
3289,0.000,0.000,0,v
3290,0.014,0.427,0,v
3291,0.000,0.000,0,v
3292,0.000,0.029,0,v
3293,0.000,0.031,0,v
3294,0.000,0.000,0,v
3295,0.000,0.007,0,v
3296,0.000,0.000,0,v
3297,0.000,0.000,0,v
3298,0.740,0.000,0,v
3299,0.000,0.000,0,v
3300,0.035,0.053,0,v
3301,0.000,0.000,0,v
3302,0.000,0.000,0,v
3303,0.000,0.000,0,v
3304,0.000,0.000,0,v
3305,0.048,0.000,0,v
3306,0.000,0.000,0,v
3307,0.000,0.000,0,v
3308,0.505,0.000,0,v
3309,0.000,0.000,0,v
3310,0.282,0.242,0,v
3311,0.000,0.000,0,v
3312,0.000,0.000,0,v
3313,0.000,0.000,0,v
3314,0.000,0.000,0,v
3315,0.083,0.000,0,v
3316,0.000,0.000,0,v
3317,0.000,0.000,0,v
3318,0.271,0.000,0,v
3319,0.000,0.000,0,v
3320,0.000,0.000,0,v
3321,0.000,0.000,0,v
3322,0.000,0.000,0,v
3323,0.200,0.000,0,v
3324,0.000,0.000,0,v
3325,0.000,0.000,0,v
3326,0.000,0.000,0,v
3327,0.021,0.063,0,v
3328,0.000,0.000,0,v
3329,0.037,0.000,0,v
3330,0.000,0.066,0,v
3331,0.000,0.000,0,v
3332,0.000,0.000,0,v
3333,0.000,0.000,0,v
3334,0.000,0.013,0,v
3335,0.000,0.000,0,v
3336,0.000,0.000,0,v
3337,0.000,0.000,0,v
3338,0.000,0.000,0,v
3339,0.000,0.000,0,v
3340,0.025,0.000,0,v
3341,0.119,0.059,0,v
3342,0.014,0.044,0,v
3343,0.000,0.000,0,v
3344,0.000,0.000,0,v
3345,0.000,0.000,0,v
3346,0.000,0.000,0,v
3347,0.000,0.000,0,v
3348,0.000,0.000,0,v
3349,0.000,0.000,0,v
3350,0.000,0.000,0,v
3351,0.000,0.000,0,v
3352,0.000,0.000,0,v
3353,0.000,0.011,0,v
3354,0.000,0.000,0,v
3355,0.000,0.000,0,v
3356,0.000,0.000,0,v
3357,0.057,0.022,0,v
3358,0.304,0.000,0,v
3359,0.000,0.000,0,v
3360,0.000,0.000,0,v
3361,0.000,0.000,0,v
3362,0.000,0.000,0,v
3363,0.000,0.000,0,v
3364,0.000,0.000,0,v
3365,0.000,0.000,0,v
3366,0.094,0.000,0,v
3367,0.000,0.000,0,v
3368,0.193,0.000,0,v
3369,0.237,0.000,0,v
3370,0.000,0.000,0,v
3371,0.000,0.000,0,v
3372,0.000,0.000,0,v
3373,0.370,0.205,0,v
3374,0.000,0.000,0,v
3375,0.000,0.032,0,v
3376,0.000,0.031,0,v
3377,0.000,0.000,0,v
3378,0.000,0.000,0,v
3379,0.000,0.000,0,v
3380,0.102,0.000,0,v
3381,0.000,0.024,0,v
3382,0.000,0.014,0,v
3383,0.000,0.024,0,v
3384,0.000,0.000,0,v
3385,0.000,0.043,0,v
3386,1.098,0.000,0,v
3387,0.173,0.000,0,v
3388,0.000,0.000,0,v
3389,0.000,0.000,0,v
3390,0.178,0.000,0,v
3391,0.000,0.000,0,v
3392,0.040,0.040,0,v
3393,0.043,0.000,0,v
3394,0.000,0.000,0,v
3395,0.387,0.000,0,v
3396,0.065,0.000,0,v
3397,0.000,0.000,0,v
3398,0.391,0.000,0,v
3399,0.403,0.000,0,v
3400,0.000,0.000,0,v
3401,0.000,0.000,0,v
3402,0.015,0.041,0,v
3403,0.000,0.000,0,v
3404,0.000,0.000,0,v
3405,0.000,0.000,0,v
3406,0.079,0.000,0,v
3407,0.000,0.000,0,v
3408,0.000,0.000,0,v
3409,0.000,0.000,0,v
3410,0.000,0.000,0,v
3411,0.000,0.000,0,v
3412,0.181,0.000,0,v
3413,0.000,0.000,0,v
3414,0.000,0.024,0,v
3415,0.000,0.000,0,v
3416,0.000,0.000,0,v
3417,0.000,0.000,0,v
3418,0.000,0.000,0,v
3419,0.000,0.000,0,v
3420,0.961,0.000,0,v
3421,0.000,0.000,0,v
3422,0.000,0.000,0,v
3423,0.000,0.000,0,v
3424,0.000,0.000,0,v
3425,0.039,0.000,0,v
3426,0.124,0.000,0,v
3427,0.028,0.016,0,v
3428,0.000,0.719,0,v
3429,0.000,0.000,0,v
3430,0.000,0.000,0,v
3431,0.000,0.724,0,v
3432,0.000,0.000,0,v
3433,0.000,0.000,0,v
3434,0.056,0.000,0,v
3435,0.000,0.000,0,v
3436,0.000,0.000,0,v
3437,0.000,0.017,0,v
3438,0.000,0.000,0,v
3439,0.000,0.000,0,v
3440,0.000,0.000,0,v
3441,0.097,0.000,0,v
3442,0.109,0.000,0,v
3443,0.000,0.000,0,v
3444,0.000,0.000,0,v
3445,0.000,0.000,0,v
3446,0.000,0.000,0,v
3447,0.740,0.000,0,v
3448,0.000,0.000,0,v
3449,0.000,0.000,0,v
3450,0.000,0.000,0,v
3451,0.000,0.000,0,v
3452,0.028,0.084,0,v
3453,0.523,0.000,0,v
3454,0.017,0.000,0,v
3455,0.000,0.000,0,v
3456,0.000,0.000,0,v
3457,0.000,0.000,0,v
3458,0.444,0.000,0,v
3459,0.000,0.000,0,v
3460,0.800,0.000,0,v
3461,0.000,0.000,0,v
3462,0.000,0.000,0,v
3463,0.122,0.000,0,v
3464,0.000,0.000,0,v
3465,0.000,0.000,0,v
3466,0.000,0.000,0,v
3467,0.000,0.000,0,v
3468,0.000,0.000,0,v
3469,0.153,0.000,0,v
3470,0.645,0.000,0,v
3471,0.414,0.000,0,v
3472,0.000,0.000,0,v
3473,0.000,0.000,0,v
3474,0.000,0.000,0,v
3475,0.000,0.000,0,v
3476,0.000,0.000,0,v
3477,0.000,0.000,0,v
3478,0.000,0.000,0,v
3479,0.000,0.000,0,v
3480,0.000,0.000,0,v
3481,0.000,0.000,0,v
3482,0.000,0.000,0,v
3483,0.072,0.000,0,v
3484,0.208,0.000,0,v
3485,0.000,0.029,0,v
3486,0.000,0.000,0,v
3487,0.407,0.407,0,v
3488,0.448,0.000,0,v
3489,0.000,0.000,0,v
3490,0.000,0.000,0,v
3491,0.000,0.000,0,v
3492,0.000,0.000,0,v
3493,0.000,0.000,0,v
3494,0.000,0.000,0,v
3495,0.000,0.000,0,v
3496,0.000,0.000,0,v
3497,0.000,0.000,0,v
3498,0.000,0.000,0,v
3499,0.000,0.000,0,v
3500,0.000,0.000,0,v
3501,0.000,0.000,0,v
3502,0.000,0.000,0,v
3503,0.000,0.000,0,v
3504,0.000,0.000,0,v
3505,0.224,0.336,0,v
3506,0.000,0.000,0,v
3507,0.000,0.031,0,v
3508,0.013,0.120,0,v
3509,0.000,0.000,0,v
3510,0.000,0.000,0,v
3511,0.000,0.000,0,v
3512,0.000,0.000,0,v
3513,0.000,0.000,0,v
3514,0.000,0.000,0,v
3515,0.000,0.000,0,v
3516,0.000,0.000,0,v
3517,0.000,0.000,0,v
3518,0.000,0.000,0,v
3519,0.000,0.027,0,v
3520,0.149,0.000,0,v
3521,0.000,0.000,0,v
3522,0.000,0.000,0,v
3523,0.000,0.000,0,v
3524,0.000,0.000,0,v
3525,0.112,0.000,0,v
3526,0.000,0.000,0,v
3527,0.029,0.048,0,v
3528,0.042,0.000,0,v
3529,0.000,0.000,0,v
3530,0.000,0.000,0,v
3531,0.000,0.000,0,v
3532,0.000,0.000,0,v
3533,0.000,0.000,0,v
3534,0.000,0.000,0,v
3535,0.000,0.000,0,v
3536,0.000,0.000,0,v
3537,0.000,0.000,0,v
3538,0.000,0.000,0,v
3539,0.000,0.000,0,v
3540,0.000,0.000,0,v
3541,0.000,0.000,0,v
3542,0.000,0.000,0,v
3543,0.056,0.000,0,v
3544,0.000,0.028,0,v
3545,0.000,0.018,0,v
3546,0.000,0.000,0,v
3547,0.122,0.061,0,v
3548,0.000,0.000,0,v
3549,0.000,0.000,0,v
3550,0.000,0.031,0,v
3551,0.000,0.000,0,v
3552,0.087,0.000,0,v
3553,0.000,0.000,0,v
3554,0.952,0.000,0,v
3555,0.229,0.000,0,v
3556,0.000,0.000,0,v
3557,0.000,0.000,0,v
3558,0.134,0.000,0,v
3559,0.022,0.045,0,v
3560,0.000,0.000,0,v
3561,0.000,0.000,0,v
3562,0.000,0.000,0,v
3563,0.000,0.000,0,v
3564,0.000,0.000,0,v
3565,0.000,0.000,0,v
3566,0.000,0.000,0,v
3567,0.238,0.000,0,v
3568,0.000,0.000,0,v
3569,0.000,0.000,0,v
3570,0.000,0.000,0,v
3571,0.000,0.000,0,v
3572,0.000,0.043,0,v
3573,0.000,0.000,0,v
3574,0.022,0.044,0,v
3575,0.000,0.000,0,v
3576,0.000,0.000,0,v
3577,0.000,0.000,0,v
3578,0.000,0.000,0,v
3579,0.000,0.000,0,v
3580,0.000,0.000,0,v
3581,0.000,0.000,0,v
3582,0.000,0.000,0,v
3583,0.000,0.000,0,v
3584,0.000,0.000,0,v
3585,0.000,0.000,0,v
3586,0.000,0.000,0,v
3587,0.000,0.000,0,v
3588,0.000,0.000,0,v
3589,0.000,0.000,0,v
3590,0.000,0.000,0,v
3591,0.000,0.000,0,v
3592,0.000,0.000,0,v
3593,0.000,0.000,0,v
3594,0.000,0.000,0,v
3595,0.000,0.000,0,v
3596,0.000,0.000,0,v
3597,0.000,0.000,0,v
3598,0.000,0.000,0,v
3599,0.000,0.000,0,v
3600,0.000,0.000,0,v
3601,0.000,0.000,0,v
3602,0.000,0.000,0,v
3603,0.000,0.000,0,v
3604,0.000,0.000,0,v
3605,0.000,0.000,0,v
3606,0.000,0.000,0,v
3607,0.000,0.000,0,v
3608,0.000,0.000,0,v
3609,0.000,0.000,0,v
3610,0.000,0.000,0,v
3611,0.000,0.000,0,v
3612,0.000,0.000,0,v
3613,0.000,0.000,0,v
3614,0.000,0.000,0,v
3615,0.000,0.000,0,v
3616,0.000,0.000,0,v
3617,0.000,0.000,0,v
3618,0.000,0.000,0,v
3619,0.000,0.000,0,v
3620,0.000,0.000,0,v
3621,0.000,0.000,0,v
3622,0.000,0.000,0,v
3623,0.000,0.000,0,v
3624,0.000,0.000,0,v
3625,0.000,0.000,0,v
3626,0.000,0.000,0,v
3627,0.000,0.000,0,v
3628,0.000,0.000,0,v
3629,0.000,0.000,0,v
3630,0.000,0.000,0,v
3631,0.000,0.000,0,v
3632,0.000,0.000,0,v
3633,0.000,0.000,0,v
3634,0.000,0.000,0,v
3635,0.000,0.000,0,v
3636,0.000,0.000,0,v
3637,0.000,0.000,0,v
3638,0.000,0.000,0,v
3639,0.000,0.000,0,v
3640,0.000,0.000,0,v
3641,0.000,0.000,0,v
3643,0.000,0.000,0,v
3644,0.000,0.000,0,v
3645,0.000,0.000,0,v
3646,0.000,0.000,0,v
3647,0.000,0.000,0,v
3648,0.000,0.000,0,v
3649,0.000,0.000,0,v
3650,0.000,0.000,0,v
3651,0.000,0.000,0,v
3652,0.000,0.000,0,v
3653,0.000,0.000,0,v
3654,0.000,0.000,0,v
3655,0.000,0.000,0,v
3656,0.000,0.000,0,v
3657,0.000,0.000,0,v
3658,0.000,0.000,0,v
3659,0.000,0.000,0,v
3660,0.000,0.000,0,v
3661,0.000,0.000,0,v
3662,0.000,0.000,0,v
3663,0.000,0.000,0,v
3664,0.000,0.000,0,v
3665,0.000,0.000,0,v
3666,0.000,0.000,0,v
3667,0.000,0.000,0,v
3668,0.000,0.000,0,v
3669,0.000,0.000,0,v
3670,0.000,0.000,0,v
3671,0.000,0.000,0,v
3672,0.000,0.000,0,v
3673,0.000,0.000,0,v
3674,0.000,0.000,0,v
3675,0.000,0.000,0,v
3676,0.000,0.000,0,v
3677,0.000,0.000,0,v
3678,0.000,0.000,0,v
3679,0.000,0.000,0,v
3680,0.000,0.000,0,v
3681,0.000,0.000,0,v
3682,0.000,0.000,0,v
3683,0.000,0.000,0,v
3684,0.000,0.000,0,v
3685,0.000,0.000,0,v
3686,0.000,0.000,0,v
3687,0.000,0.000,0,v
3688,0.000,0.000,0,v
3689,0.000,0.000,0,v
3690,0.000,0.000,0,v
3691,0.000,0.000,0,v
3692,0.000,0.000,0,v
3693,0.000,0.000,0,v
3694,0.037,0.000,0,v
3695,0.000,0.000,0,v
3696,0.000,0.000,0,v
3697,0.000,0.000,0,v
3698,0.000,0.000,0,v
3700,0.000,0.000,0,v
3701,1.739,0.000,0,v
3702,0.000,0.000,0,v
3703,0.178,0.000,0,v
3704,0.636,0.000,0,v
3705,0.444,0.000,0,v
3706,0.000,0.000,0,v
3707,0.000,0.032,0,v
3708,0.000,0.024,0,v
3709,0.000,0.021,0,v
3710,0.000,0.000,0,v
3711,0.000,0.000,0,v
3712,0.283,0.000,0,v
3713,0.000,0.000,0,v
3714,0.000,0.000,0,v
3715,0.000,0.000,0,v
3716,0.000,0.000,0,v
3717,0.000,0.000,0,v
3718,0.000,0.000,0,v
3719,0.000,0.000,0,v
3720,0.002,0.007,0,v
3721,0.000,0.000,0,v
3723,0.000,0.000,0,v
3724,0.000,0.000,0,v
3725,0.000,0.000,0,v
3726,0.000,0.000,0,v
3727,0.000,0.000,0,v
3728,0.000,0.000,0,v
3729,0.000,0.000,0,v
3730,0.024,0.000,0,v
3731,0.000,0.000,0,v
3732,0.197,0.000,0,v
3733,0.502,0.000,0,v
3734,0.000,0.000,0,v
3735,0.000,0.000,0,v
3736,0.000,0.000,0,v
3737,0.000,0.000,0,v
3738,0.000,0.000,0,v
3739,0.000,0.000,0,v
3740,0.135,0.000,0,v
3741,0.041,0.041,0,v
3742,0.000,0.000,0,v
3743,0.000,0.000,0,v
3744,0.000,0.000,0,v
3745,0.000,0.000,0,v
3746,0.000,0.000,0,v
3747,0.000,0.000,0,v
3748,0.000,0.000,0,v
3749,0.000,0.000,0,v
3750,0.026,0.000,0,v
3751,0.000,0.000,0,v
3752,0.043,0.000,0,v
3753,0.000,0.000,0,v
3754,0.050,0.000,0,v
3755,0.056,0.000,0,v
3756,0.000,0.000,0,v
3757,0.000,0.000,0,v
3758,0.000,0.037,0,v
3759,0.000,0.000,0,v
3760,0.374,0.000,0,v
3761,0.000,0.000,0,v
3762,0.000,0.000,0,v
3763,0.000,0.000,0,v
3764,0.000,0.000,0,v
3765,0.000,0.000,0,v
3766,0.000,0.000,0,v
3767,0.000,0.000,0,v
3768,0.000,0.000,0,v
3769,0.000,0.000,0,v
3770,0.000,0.000,0,v
3771,0.238,0.000,0,v
3772,0.102,0.000,0,v
3773,0.159,0.000,0,v
3774,0.000,0.000,0,v
3775,0.235,0.000,0,v
3776,0.000,0.023,0,v
3777,0.014,0.000,0,v
3778,0.181,0.000,0,v
3779,0.336,0.000,0,v
3780,0.000,0.020,0,v
3781,0.000,0.000,0,v
